SNP position	P	Odds ratio	gene	product
370509	0.0001551	Inf	mutS2	DNA mismatch repair protein
369243	0.0001551	Inf	mutS2	DNA mismatch repair protein
370131	0.0001551	Inf	mutS2	DNA mismatch repair protein
370065	0.0001551	Inf	mutS2	DNA mismatch repair protein
370566	0.0001551	Inf	mutS2	DNA mismatch repair protein
547384	0.0001551	Inf	-	extracellular solute-binding protein
1838365	0.0001551	Inf	glr	glutamate racemase
1436337	0.0001551	2.742339	-	GNAT family acetyltransferase. GNAT family acetyltransferase
276723	0.0001551	Inf	-	hyaluronate lyase
1602720	0.0001551	1.642708	-	hypothetical protein
1454164	0.0001551	Inf	-	hypothetical protein
352191	0.0001551	Inf	-	hypothetical protein
367875	0.0001551	Inf	-	hypothetical protein
367827	0.0001551	Inf	-	hypothetical protein
349400	0.0001551	Inf	-	hypothetical protein
365701	0.0001551	Inf	-	hypothetical protein
337353	0.0001551	1.642708	-	hypothetical protein
365041	0.0001551	Inf	-	hypothetical protein
684205	0.0001551	Inf	-	hypothetical protein
364363	0.0001551	Inf	-	hypothetical protein
364147	0.0001551	Inf	-	hypothetical protein
338127	0.0001551	Inf	-	hypothetical protein
365365	0.0001551	Inf	-	hypothetical protein
364045	0.0001551	Inf	-	hypothetical protein
337080	0.0001551	Inf	-	hypothetical protein
363606	0.0001551	Inf	-	hypothetical protein
364011	0.0001551	Inf	-	hypothetical protein
347936	0.0001551	Inf	fni	isopentenyl pyrophosphate isomerase
1453310	0.0001551	Inf	ppaC	manganese-dependent inorganic pyrophosphatase
345079	0.0001551	Inf	mvaK1	mevalonate kinase
345310	0.0001551	Inf	mvaK1	mevalonate kinase
345321	0.0001551	Inf	mvaK1	mevalonate kinase
345841	0.0001551	Inf	mvaK1	mevalonate kinase
345855	0.0001551	Inf	mvaK1	mevalonate kinase
347100	0.0001551	Inf	mvaK2	phosphomevalonate kinase
347112	0.0001551	Inf	mvaK2	phosphomevalonate kinase
347255	0.0001551	Inf	mvaK2	phosphomevalonate kinase
347586	0.0001551	Inf	mvaK2	phosphomevalonate kinase
336135	0.0001551	Inf	-	RNA methylase family protein
366453	0.0001551	Inf	spi	signal peptidase I
366468	0.0001551	Inf	spi	signal peptidase I
366327	0.0001551	Inf	spi	signal peptidase I
366315	0.0001551	Inf	spi	signal peptidase I
5377	0.0001551	Inf	trcF	transcription-repair coupling factor
5170	0.0001551	Inf	trcF	transcription-repair coupling factor
363295	0.0001551	Inf	tig	trigger factor
2057713	0.0001551	0.5815632	hasC	UTP-glucose-1-phosphate uridylyltransferase
1809114	0.0001551	Inf	pbuX	xanthine permease
138666	0.0001551	Inf	intergenic	n/a
227461	0.0001551	Inf	intergenic	n/a
1124888	0.0001551	Inf	intergenic	n/a
368673	0.0001551	Inf	intergenic	n/a
608863	0.0001588	0.2460216	-	LysR family transcriptional regulator
1955640	0.0001593	0.6873922	-	aminotransferase AlaT
1557425	0.0001608	0.9342473	-	PhnA protein
677011	0.0001614	4.103887	-	hypothetical protein
715172	0.0001621	0.3365685	-	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon
2065806	0.0001625	3.561301	tyrS	tyrosyl-tRNA synthetase
167100	0.0001647	1.195235	ribA	riboflavin biosynthesis protein
2020910	0.000165	1.277387	intergenic	n/a
1478827	0.0001664	1.011179	-	ABC transporter ATP-binding protein
2145915	0.0001682	6.880058	fucK	fuculokinase
1822928	0.0001686	0.497528	-	glycine/betaine ABC transporter
1761778	0.0001694	2.403475	-	transglycosylase
812341	0.0001712	0.6725599	-	permease
1022976	0.0001755	2.283251	-	hypothetical protein
169800	0.0001766	Inf	ruvA	Holliday junction DNA helicase RuvA
1354925	0.0001783	1.771892	-	nicotinate phosphoribosyltransferase
635363	0.0001825	1.244522	intergenic	n/a
425230	0.0001835	0.8100699	-	ABC transporter ATP-binding protein
1485199	0.000184	0.7826869	-	hypothetical protein
282532	0.0001842	20.55899	-	N-acetylgalactosamine-specific phosphotransferase system (PTS), IIA component
146199	0.000188	1.522546	intergenic	n/a
1402097	0.0001885	5.421472	-	polysaccharide deacetylase
719762	0.000189	0.6035393	gyrB	DNA gyrase subunit B
131133	0.0001893	10.34763	-	metallo-beta-lactamase superfamily protein
6846	0.0001895	2.525985	trcF	transcription-repair coupling factor
281335	1.91E-04	25.37339	-	hypothetical protein
1020544	0.0001913	1.39471	addA	ATP-dependent exonuclease subunit A
1020502	0.0001913	1.39471	addA	ATP-dependent exonuclease subunit A
1560016	1.92E-04	0.6383663	-	membrane glycosyl transferase
1559165	0.0001915	0.5982195	intergenic	n/a
2054275	0.0001954	1.496943	pstB3	phosphate transporter ATP-binding protein
1781455	0.0001966	2.416349	trpD	anthranilate phosphoribosyltransferase
268588	0.0001975	2.388136	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
637180	0.0001975	1.186554	-	ABC transporter ATP-binding protein
99990	0.0001986	2.209229	-	hypothetical protein
515500	0.0002001	1.334045	pnpA	polynucleotide phosphorylase/polyadenylase
1605107	0.0002013	2.517514	ftsZ	cell division protein FtsZ
834443	0.0002013	2.517514	-	RNA pseudouridylate synthase
214436	0.0002026	1.035637	-	DeoR family regulatory protein
837038	0.0002044	0.2464483	proB	gamma-glutamyl kinase
688089	0.000205	1.289313	intergenic	n/a
2219758	0.0002051	1.108906	htrA	serine protease
1075838	0.0002074	3.594993	lepA	GTP-binding protein LepA
236438	0.0002078	0.4726807	glmS	glucosamine--fructose-6-phosphate aminotransferase
1122675	0.000209	1.060116	-	hypothetical protein
582324	0.0002099	1.830782	-	sodium hydrogen exchange transporter
847429	0.0002102	21.87657	pyrH	uridylate kinase
1975244	0.0002135	2.792605	pbp2A	penicillin-binding protein 2a
638905	0.0002176	3.613413	-	coenzyme
663604	0.0002179	1.253736	intergenic	n/a
459452	0.0002182	2.053935	dnaJ	chaperone protein DnaJ
2203272	0.0002183	0.1325639	-	protease
737071	0.0002188	0.4806396	intergenic	n/a
1822164	0.000229	0.2080794	-	glycine/betaine ABC transporter
414502	0.0002314	0.8731095	intergenic	n/a
1324506	0.0002315	0.1465321	potD	spermidine/putrescine extracellular binding protein
2129135	0.000234	Inf	-	C4-dicarboxylate anaerobic carrier protein
1786119	0.000234	Inf	-	hypothetical protein
1791088	0.000234	Inf	-	iron ABC transporter, solute-binding protein
1784889	2.34E-04	Inf	intergenic	n/a
1019288	0.0002342	Inf	addA	ATP-dependent exonuclease subunit A
369279	0.0002342	Inf	mutS2	DNA mismatch repair protein
1137954	0.0002342	Inf	-	kinase
1833331	0.0002342	Inf	rluB	ribosomal large subunit pseudouridine synthase B
279115	0.0002362	32.47804	kgdA	keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase
673512	0.0002431	11.79562	intergenic	n/a
1428032	0.0002433	1.110887	atpA	F0F1 ATP synthase subunit alpha
1108290	0.0002444	0	-	CAAX amino terminal protease family protein
1109200	0.0002444	0	-	glutamine ABC transporter,glutamine-binding protein/permease protein
1109185	0.0002444	0	-	glutamine ABC transporter,glutamine-binding protein/permease protein
1108768	0.0002444	0	-	glutamine ABC transporter,glutamine-binding protein/permease protein
1986792	0.0002444	0	licC	PTS system, lichenan-specific IIc component
1988115	0.0002444	0	intergenic	n/a
775836	0.0002508	1.34582	intergenic	n/a
549524	0.0002516	0.5795143	pepV	dipeptidase PepV
1977362	0.0002533	2.852489	plr	glyceraldehyde-3-phosphate dehydrogenase, plasmin receptor
588195	0.0002542	0.6226873	-	response regulator protein
1691114	0.0002544	4.103887	-	hypothetical protein
446465	0.0002593	1.00819	-	type I restriction-modification system S protein
333812	0.0002598	95.12806	recU	Holliday junction-specific endonuclease
659247	0.0002635	1.126864	-	branched-chain amino acid ABC transporter, amino acid-binding protein
1361136	0.0002657	1.370962	intergenic	n/a
209634	0.0002699	1.3614	-	inner membrane component of ABC transporter
1331309	0.0002771	0.552609	-	GntR family transcriptional regulator
2059308	0.0002823	1.146949	-	5-formyltetrahydrofolate cyclo-ligase
381183	0.0002833	0.3825296	fabK	enoyl-ACP reductase
1642540	0.0002834	0.4049022	intergenic	n/a
510170	2.84E-04	2.097122	-	hypothetical protein
1544911	0.0002873	0.9100308	-	major facilitator superfamily protein
2091767	0.0002892	0.1712799	-	Major Facilitator Superfamily protein
868767	0.0002921	1.530953	fpg	formamidopyrimidine-DNA glycosylase
868851	0.0002921	1.499705	fpg	formamidopyrimidine-DNA glycosylase
836196	0.0002943	0.9370666	cbpE	choline binding protein E
604553	2.94E-04	0.2594793	-	GTPase
1080695	0.0002946	0.5583431	xseB	exodeoxyribonuclease VII small subunit
1839813	0.0002978	0.4518961	treA	trehalose-6-phosphate hydrolase
1384008	0.0003013	0.8060232	-	thioredoxin reductase
1592217	0.0003054	0.82099	-	ABC transporter permease
202840	0.0003059	1.154054	adk	adenylate kinase
1803534	0.0003127	0.8620102	-	ABC transporter ATP-binding protein/permease
1433254	0.0003129	0.1047451	greA	transcription elongation factor GreA
1052171	0.0003131	0.4502677	-	haloacid dehalogenase-like hydrolase
2216592	0.0003135	0.1319162	-	response regulator protein
256365	0.0003149	0.5396927	pepC	aminopeptidase C
2091858	0.0003196	0.1754617	-	Major Facilitator Superfamily protein
562950	0.000327	2.097941	-	surface-anchored serine protease
101902	0.0003299	0.2670166	-	hypothetical protein
327388	0.0003338	0.03652396	-	cell wall surface anchored protein
463962	0.0003345	2.455659	-	hypothetical protein
401944	0.0003354	1.901037	intergenic	n/a
1399057	0.0003374	1.438853	glyQ	glycyl-tRNA synthetase subunit alpha
1471035	0.0003403	0.3571908	-	hypothetical protein
1694004	0.0003457	1.033947	-	hydrolase
543808	0.0003493	0.4108108	-	protease
1530215	0.00035	0.08887752	engB	ribosome biogenesis GTP-binding protein YsxC
1896370	0.0003507	2.982689	-	hypothetical protein
2146235	0.0003508	20.75798	fucK	fuculokinase
2146654	0.0003508	20.75798	intergenic	n/a
330334	0.0003537	0.2543663	-	cell wall surface anchored protein
2166763	0.0003537	Inf	-	DNA-binding protein
2167065	0.0003537	Inf	-	DNA-binding protein
1762069	0.0003537	Inf	-	hypothetical protein
615865	0.0003537	Inf	-	hypothetical protein
347379	0.0003537	Inf	mvaK2	phosphomevalonate kinase
1069894	3.54E-04	Inf	lacC2	tagatose-6-phosphate kinase
463580	0.0003603	0.9946098	-	ABC transporter
1017074	0.000367	4.600925	addB	ATP-dependent exonuclease subunit B
52766	0.0003701	1.021971	intergenic	n/a
503271	0.0003721	0.3281075	-	6-phospho-beta-glucosidase
1610969	0.0003755	Inf	ddl	D-alanyl-alanine synthetase A
291807	0.0003861	21.87657	ftsL	cell division protein
136460	0.0003872	11.39571	-	transposase
859143	0.000389	1.810053	intergenic	n/a
2216541	0.000395	0.1319162	-	response regulator protein
2216576	0.000395	0.1213839	-	response regulator protein
2216297	0.000395	0.1319162	-	response regulator protein
1999303	0.0003973	1.159705	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase
1642672	0.0004019	0.8237814	aroF	phospho-2-dehydro-3-deoxyheptonate aldolase
537248	0.0004024	1.533977	-	phosphoesterase
1331561	0.0004143	0.9254278	-	GntR family transcriptional regulator
2106363	0.0004145	0.4745178	rpmF	50S ribosomal protein L32
2050943	0.0004201	0.0720211	-	lipoprotein
1353297	0.0004245	1.248415	nadE	NAD synthetase
172045	0.000426	Inf	-	carboxypeptidase
1788575	0.0004275	0.6004849	-	inner membrane component of ABC transporter
351264	0.0004288	0.7427685	intergenic	n/a
280141	0.0004337	19.53458	-	PfkB family carbohydrate kinase
279970	0.0004337	19.53458	-	PfkB family carbohydrate kinase
2214860	0.0004339	3.371579	-	hypothetical protein
1326451	0.0004351	2.371527	potB	spermidine/putrescine ABC transporter permease
273803	0.0004355	12.60129	-	glycosylhydrolase
715682	0.0004359	0	-	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon
1297822	0.000437	1.200166	hom	homoserine dehydrogenase
1939169	0.0004451	0.5889226	pflC	pyruvate formate-lyase activating enzyme
812260	0.0004462	0.6910114	-	permease
2072925	0.0004545	2.306122	glgP	glycogen phosphorylase
1682563	0.000458	2.612168	gmk	guanylate kinase
6618	0.0004584	0.6432333	trcF	transcription-repair coupling factor
1613721	0.0004646	4.286244	penA	penicillin-binding protein 2b
1886101	0.0004663	1.776127	intergenic	n/a
53662	0.0004695	0.9356875	-	phosphoribosylformylglycinamidine synthase protein
291376	4.74E-04	3.066946	mraW	S-adenosyl-methyltransferase MraW
872107	0.0004794	0.7384043	rnr	exoribonuclease R
2220471	0.0004806	0.8549062	htrA	serine protease
605060	0.0004825	0.767379	-	GTPase
246337	0.0004896	11.6	fus	elongation factor G
246446	0.0004896	11.6	intergenic	n/a
2052263	0.0004903	0.4068459	-	ABC transporter permease
706984	0.0004919	1.305485	pepN	lysyl-aminopeptidase
228052	0.0005008	1.23218	ruvB	Holliday junction DNA helicase RuvB
179819	0.0005087	0.6442414	-	lipoprotein
1641761	0.0005093	0.8866996	alr	alanine racemase
1625098	0.0005103	0.2929788	-	N-acetylmannosamine-6-phosphate 2-epimerase
1336144	0.0005111	2.981537	-	phosphate ABC transporter permease
1294357	0.0005262	0.4176708	-	ABC transporter ATP-binding protein
659988	0.0005277	1.713675	intergenic	n/a
1434569	0.0005343	Inf	-	aminodeoxychorismate lyase
1435672	0.0005343	Inf	-	GNAT family acetyltransferase
337366	0.0005343	Inf	-	hypothetical protein
1436403	5.34E-04	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
88931	0.0005343	Inf	intergenic	n/a
89387	0.0005343	Inf	intergenic	n/a
89843	0.0005343	Inf	intergenic	n/a
809857	0.0005382	0.6636521	intergenic	n/a
176286	0.0005431	Inf	uvrA	excinuclease ABC subunit A
1057767	0.0005487	0.6510345	pstI	phosphoenolpyruvate-protein phosphotransferase
193785	0.000554	0.682069	rplB	50S ribosomal protein L2
1400735	0.0005552	3.922561	-	aldo/keto reductase family protein
1535028	0.0005601	2.342702	-	exported choline-binding glycosyl hydrolase
273103	0.0005695	12.60129	-	glycosylhydrolase
800735	0.0005714	0.61321	intergenic	n/a
2130049	0.0005729	0.09394115	-	hypothetical protein
440309	5.74E-04	0.3667817	-	endo-beta-N-acetylglucosaminidase
1109329	0.0005765	0.6725599	-	glutamine ABC transporter,glutamine-binding protein/permease protein
1543283	0.0005794	1.285155	-	DEAD/DEAH box helicase
345594	0.0005844	2.99737	mvaK1	mevalonate kinase
177009	0.0005884	Inf	uvrA	excinuclease ABC subunit A
177024	0.0005884	Inf	uvrA	excinuclease ABC subunit A
2126290	0.0005919	0	arcB	ornithine carbamoyltransferase
1355223	0.0005998	6.756444	-	nicotinate phosphoribosyltransferase
1575110	0.0006017	1.427122	intergenic	n/a
1813236	0.0006042	0.7229968	-	thioesterase superfamily protein
919222	0.0006134	1.017231	-	hypothetical protein
527064	0.0006148	2.427851	-	ABC transporter permease
2220248	0.000615	0.695624	htrA	serine protease
1946776	0.000617	1.321202	ksgA	dimethyladenosine transferase
227902	0.0006178	1.377013	ruvB	Holliday junction DNA helicase RuvB
1595374	0.0006227	1.111066	-	hypothetical protein
505050	0.0006255	1.424823	pheS	phenylalanyl-tRNA synthetase subunit alpha
1313939	0.0006265	3.725334	aroD	3-dehydroquinate dehydratase
339426	0.0006265	3.725334	gnd	6-phosphogluconate dehydrogenase
399820	0.0006265	3.890846	alsS	acetolactate synthase catalytic subunit
2195919	0.0006265	4.0572	-	amidase
1132503	0.0006265	3.725334	topA	DNA topoisomerase I
1813786	0.0006265	3.725334	galT	galactose-1-phosphate uridylyltransferase
1603074	0.0006265	3.725334	-	hypothetical protein
922552	0.0006265	0.9401074	-	hypothetical protein
1161838	0.0006265	1.053945	-	phosphohydrolase
923008	0.0006265	1.050457	-	regulatory protein
920828	0.0006265	0.9235444	-	RNA methyltransferase
1040243	0.0006265	3.725334	xerS	site-specific tyrosine recombinase XerS
883091	0.0006265	0.8842421	intergenic	n/a
1591979	0.0006266	1.396146	-	ABC transporter permease
1937951	0.000631	0.4412073	-	OxaA-like protein precursor
35400	0.0006311	2.514402	-	carbonic anhydrase
1088039	0.0006341	0.9880723	intergenic	n/a
1328445	0.0006403	2.07722	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
1444676	0.0006433	1.12098	-	ABC transporter ATP-binding protein
762492	0.0006498	0.4896145	rpsA	30S ribosomal protein S1
1129976	0.0006554	1.077173	intergenic	n/a
475848	0.0006569	0.4277935	pncP	ABC transporter ATP-binding protein
1959816	0.0006583	0.5160674	intergenic	n/a
2020332	0.0006629	6.103866	-	hypothetical protein
459007	0.0006669	0.7176164	intergenic	n/a
376064	0.0006736	1.478631	-	hypothetical protein
1043659	0.0006757	1.045667	acoC	dihydrolipoamide acetyltransferase
1954801	0.0006784	0.9322011	rpmH	50S ribosomal protein L34
900298	0.0006813	3.346765	phtE	pneumococcal histidine triad protein E (Bvh-3)
1161744	0.0006814	1.42538	-	phosphohydrolase
8151	0.0006844	0.6591222	trcF	transcription-repair coupling factor
1070085	0.0006878	0.6029293	lacC2	tagatose-6-phosphate kinase
681879	0.0006961	1.809534	-	cyclophilin type peptidyl-prolyl cis-trans isomerase
2019317	0.0006995	1.692849	-	pyrrolidone-carboxylate peptidase
467764	0.0007021	2.460476	blpB	ABC transporter
717558	0.0007099	0.5370201	-	DJ-1/PfpI family protein
2177445	0.00071	0	clpC	stress response-related Clp ATPase
75597	0.000711	0.2831643	-	beta-galactosidase
250295	0.0007268	7.902595	polC	DNA polymerase III PolC
170898	0.0007349	Inf	tag	DNA-3-methyladenine glycosylase I
1938431	0.0007373	2.10391	-	OxaA-like protein precursor
805417	0.0007373	5.12217	pyk	pyruvate kinase
178547	0.0007473	Inf	-	metallopeptidase
178492	0.0007473	Inf	-	metallopeptidase
177997	7.47E-04	Inf	-	metallopeptidase
1976226	0.0007481	2.96058	-	RNA pseudouridylate synthase
1561667	0.000752	0.3950395	-	FAD dependent oxidoreductase
683465	0.0007558	0.4066863	intergenic	n/a
661314	0.0007591	0.4459894	-	branched-chain amino acid transport system permease protein
864071	0.0007607	1.557151	lytB	endo-beta-N-acetylglucosaminidase
283683	0.0007629	1.34101	ugl	unsaturated glucuronyl hydrolase
705281	0.0007909	0.6990534	-	hypothetical protein
2089514	0.0007944	0.6777171	-	hypothetical protein
176668	0.0007958	Inf	uvrA	excinuclease ABC subunit A
2086212	0.0008042	2.289231	aspS	aspartyl-tRNA synthetase
933342	0.0008061	0.7472603	-	hydrolase
2145789	0.0008064	11.79562	fucK	fuculokinase
275424	0.0008161	30.68782	-	hyaluronate lyase
275198	0.0008161	30.68782	-	hyaluronate lyase
275019	0.0008161	30.68782	-	hyaluronate lyase
275712	0.0008161	30.68782	-	hyaluronate lyase
275698	0.0008161	30.68782	-	hyaluronate lyase
274903	0.0008161	30.68782	-	hyaluronate lyase
275239	0.0008161	30.68782	-	hyaluronate lyase
1389885	0.0008202	56.72326	-	pyridoxal biosynthesis lyase PdxS
1080076	0.0008206	2.771299	fps	geranyltranstransferase
1123471	0.0008207	0.9563355	-	endonuclease
1972366	0.0008238	1.26317	nusG	transcription antitermination protein NusG
810181	0.0008338	2.112089	-	hypothetical protein
1319698	0.0008515	3.725334	-	cytoplasmic alpha-amylase
1036824	0.0008515	3.725334	rnhB	ribonuclease HII
2037920	0.0008515	3.890846	intergenic	n/a
1136744	0.0008568	0.6768573	-	LicB-family membrane protein
1696262	0.000863	1.093378	-	serine/threonine transporter SstT
1136375	0.0008679	3.071983	-	LicB-family membrane protein
293661	0.000875	5.223696	pbpX	penicillin binding protein 2x
777153	0.0008774	Inf	-	DeoR family regulatory protein
1995968	0.0008879	0.6018268	-	transcriptional antiterminator
1165523	0.0008992	3.310504	intergenic	n/a
1339123	0.000906	0.4141998	-	NOL1/NOP2/sun family protein
412620	0.0009075	0.1825415	bacA	UDP pyrophosphate phosphatase
100773	9.08E-04	Inf	-	hypothetical protein
2104049	0.0009239	0.7595095	-	PTS multi-domain regulator
860180	0.000937	0.4161585	rplT	50S ribosomal protein L20
1336406	0.000951	2.981537	-	phosphate ABC transporter permease
334771	0.0009531	3.943733	-	hypothetical protein
298724	0.000965	3.282429	luxS	S-ribosylhomocysteinase
298906	0.000965	3.142793	luxS	S-ribosylhomocysteinase
1643216	0.0009695	0.4186706	aroF	phospho-2-dehydro-3-deoxyheptonate aldolase
1860303	0.000972	0.1572121	msmE	multiple sugar-binding protein precursor
2066382	0.0009839	Inf	tyrS	tyrosyl-tRNA synthetase
1404829	0.0009901	0.6131696	-	RNA helicase
1481423	0.0009904	0.632945	dapB	dihydrodipicolinate reductase
1049625	0.0009945	3.188298	pyrC	dihydroorotase
233974	0.001	0.123611	proS	prolyl-tRNA synthetase
367028	0.001003	1.63943	-	ribonuclease HIII
2018579	0.001006	1.074598	-	hypothetical protein
1562675	0.001014	1.351114	-	NIF3 (NGG1p interacting factor 3) family protein
90076	0.001021	23.62041	intergenic	n/a
400298	0.001029	0.7753444	alsS	acetolactate synthase catalytic subunit
402233	0.001029	0.7753444	ilvC	ketol-acid reductoisomerase
1633664	0.001031	0.5419531	nanA	sialidase A (neuraminidase A)
173987	0.001051	18.416	-	CorA-like Mg2+ transporter protein
177501	0.001062	Inf	uvrA	excinuclease ABC subunit A
1484364	0.001064	0	glmM	phosphoglucosamine mutase
1558952	0.001068	25.37339	intergenic	n/a
418422	0.001068	0.8551614	intergenic	n/a
94212	0.001075	Inf	intergenic	n/a
769963	0.001079	0.4779089	csdB	cysteine desulfurase
83	0.00109	2.118505	intergenic	n/a
868176	0.001092	2.986752	era	GTP-binding protein Era
2164646	0.001098	4.769558	glpO	alpha-glycerophosphate oxidase
35295	0.001112	2.039594	-	carbonic anhydrase
35259	0.001112	2.092556	-	carbonic anhydrase
2124454	0.001132	1.683304	arcA	arginine deiminase
1899830	0.001139	0.5300473	-	drug/sodium antiporter
1300998	0.00114	Inf	-	hypothetical protein
167303	0.00114	Inf	ribA	riboflavin biosynthesis protein
1152821	0.00114	Inf	intergenic	n/a
451557	0.001161	0.1377772	-	type I restriction-modification system R protein
170352	1.18E-03	Inf	ruvA	Holliday junction DNA helicase RuvA
579156	1.18E-03	0.870761	-	hypothetical protein
1591851	0.001183	0.5306222	-	ABC transporter permease
163700	0.001189	Inf	mutL	DNA mismatch repair protein
1954950	0.001192	1.134167	intergenic	n/a
435867	0.001194	0.6349559	-	endo-beta-N-acetylglucosaminidase
543350	0.0012	Inf	-	protease
715232	0.001219	0.8900842	-	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon
1615996	0.001229	25.42199	-	ROK family protein
290959	0.001229	28.90702	mraW	S-adenosyl-methyltransferase MraW
163783	0.001237	4.203327	mutL	DNA mismatch repair protein
545553	0.001237	0.5889226	uvrC	excinuclease ABC subunit C
545678	0.001237	0.5795143	uvrC	excinuclease ABC subunit C
541106	0.001237	0.5889226	murM	peptidoglycan pentaglycine interpeptide biosynthesis protein
1473726	0.00124	0	-	glutathione S-transferase YghU
2035519	0.001248	1.568127	gltX	glutamyl-tRNA synthetase
1880673	0.001248	1.64788	-	NADP-dependent L-serine/L-allo-threonine dehydrogenase
1126230	0.001264	0.3965651	-	hypothetical protein
2060753	0.001264	0.7227613	-	transferase
99939	0.00127	Inf	-	hypothetical protein
1741740	0.001287	0.2831643	-	oligopeptidase
109759	0.001293	0.4130671	-	5'-nucleotidase
507963	1.30E-03	0.8154288	pheT	phenylalanyl-tRNA synthetase subunit beta
1487258	0.001317	0.610259	-	pyridine nucleotide-disulfide oxidoreductase family protein
465395	0.001317	0.9457763	blpR	response regulator protein BlpR
685120	0.001319	2.202263	-	hypothetical protein
777869	0.001323	Inf	fruK	1-phosphofructokinase
778115	0.001323	Inf	fruK	1-phosphofructokinase
778133	0.001323	Inf	fruK	1-phosphofructokinase
163576	0.001323	Inf	intergenic	n/a
679077	0.001324	0.4489011	-	ABC transporter ATP-binding protein
1346712	0.001327	0.528221	ptsK	HPr kinase/phosphorylase
1375707	1.33E-03	0.9404489	intergenic	n/a
2188369	0.00133	0.6732092	comFC	late competence protein
507315	0.001331	0.959083	pheT	phenylalanyl-tRNA synthetase subunit beta
919794	0.001344	0.3996632	-	hypothetical protein
285342	0.00135	Inf	agaW	N-acetylgalactosamine-specific phosphotransferase system (PTS), IIC component
214483	0.001359	1.00633	-	DeoR family regulatory protein
1631061	0.001383	2.986752	-	ABC transporter substrate-binding protein
1955983	0.001384	0.6878276	-	aminotransferase AlaT
455554	0.001404	2.355336	hrcA	heat-inducible transcription repressor
213269	0.001405	0.2463565	-	pyruvate formate-lyase activating enzyme
171772	1.41E-03	Inf	-	carboxypeptidase
662018	0.001413	0.4558008	-	branched-chain amino acid transport ATP-binding protein
2025185	0.001429	0.2856148	-	threonine synthase
812272	0.001432	0.7005704	-	permease
1138527	0.00145	0.9796408	-	zinc-binding dehydrogenase
112172	0.001451	0.6915343	-	peptidoglycan-binding protein
1997469	0.001461	3.505675	-	transcriptional antiterminator
179435	0.001478	0.7913196	-	lipoprotein
922393	0.001498	0.8804847	intergenic	n/a
99415	0.001519	1.802341	intergenic	n/a
1010387	0.001532	1.455553	intergenic	n/a
2181492	0.001551	2.293682	-	hypothetical protein
1884831	0.001552	0.4021848	-	PAP2 superfamily membrane protein
906078	0.001571	10.19977	hemH	ferrochelatase
520269	0.001574	1.719481	-	leucine-rich protein
1441991	0.001579	0.4525775	-	aminotransferase
283869	0.001619	24.47907	ugl	unsaturated glucuronyl hydrolase
2184940	0.001627	1.13652	intergenic	n/a
722435	0.001656	3.556185	intergenic	n/a
758567	0.001663	0.5898196	-	extracellular oligopeptide-binding protein
254063	0.001669	0	pepS	aminopeptidase PepS
253347	0.001669	0	pepS	aminopeptidase PepS
1837298	0.001669	0	-	deoxyribonucleotide triphosphate pyrophosphatase/hypothetical protein
152110	0.001669	0	-	peptidase
255048	0.001669	0	-	ribosomal small subunit pseudouridine synthase B
571812	0.001669	0	bgaA	surface anchored beta-galactosidase
1957015	0.001669	0	-	universal stress protein
1903547	0.001669	0	intergenic	n/a
1320236	0.001686	1.148793	-	cytoplasmic alpha-amylase
2204812	0.001698	0.6578985	intergenic	n/a
904731	0.001704	9.607721	pepT	peptidase T
1131447	0.001717	0.896401	topA	DNA topoisomerase I
275115	0.00172	27.13556	-	hyaluronate lyase
32972	0.001753	7.480109	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase
811987	0.001769	0.720396	-	permease
270984	1.77E-03	0.5566731	intergenic	n/a
374210	0.001771	Inf	-	C4-dicarboxylate transporter
174963	0.001791	Inf	uvrA	excinuclease ABC subunit A
1350031	0.001797	2.711009	intergenic	n/a
2216948	0.001809	0.1319162	-	sensor histidine kinase
2216887	0.001809	0.1378688	-	sensor histidine kinase
2217863	0.001809	0.1378688	-	sensor histidine kinase
1813263	1.82E-03	0.7710023	-	thioesterase superfamily protein
779707	0.001821	1.679272	fruA	fructose-specific phosphotransferase system (PTS), IIABC component
1997074	0.001826	1.454559	-	transcriptional antiterminator
213085	0.001827	0.8244741	-	pyruvate formate-lyase activating enzyme
467101	0.001841	1.259975	blpB	ABC transporter
1342615	0.001848	0.6191054	-	haloacid dehalogenase-like hydrolase
1852294	0.001856	1.035006	-	extracellular oligopeptide-binding protein
2214598	0.001859	1.066858	-	hypothetical protein
231660	0.001863	14.43469	eep	pheromone-processing membrane metalloprotease
517258	0.001875	1.896138	cysE	serine acetyltransferase
1044147	0.001876	1.312836	acoC	dihydrolipoamide acetyltransferase
688211	0.001908	1.161592	-	BioY family membrane protein
224081	0.001918	1.572219	leuS	leucyl-tRNA synthetase
2115023	1.93E-03	0.179838	-	ROK family protein
1598768	0.001945	0.5352625	ileS	isoleucyl-tRNA synthetase
1657171	0.002012	2.206767	intergenic	n/a
